Model,Data config,Load model,Section,Features,Metric,Split,Output,Model config,Descriptor,Fingerprint,n_bits,n_cv,n_jobs,Patience,Gridsearch,n_iter,recall 0,recall 1,ROC AUC test,ROC AUC val,rparams
svc,/data/data_configs/bace.ini,,SVC_BACE,fingerprint,roc_auc,,,/data/model_configs/configs.ini,rdkit,morgan,256,15,-1,10000,True,400,,,,,
svc,/data/data_configs/bace.ini,,SVC_BACE,all,roc_auc,,,/data/model_configs/configs.ini,rdkit,morgan,512,15,-1,10000,True,400,,,,,
svc,/data/data_configs/bace.ini,,SVC_BACE,fingerprint,roc_auc,,,/data/model_configs/configs.ini,rdkit,morgan,512,15,-1,10000,True,400,,,,,
svc,/data/data_configs/bace.ini,,SVC_BACE,all,roc_auc,,,/data/model_configs/configs.ini,rdkit,morgan,2048,15,-1,10000,True,400,,,,,
svc,/data/data_configs/bace.ini,,SVC_BACE,fingerprint,roc_auc,,,/data/model_configs/configs.ini,rdkit,morgan,2048,15,-1,10000,True,400,,,,,
svc,/data/data_configs/bace.ini,,SVC_BACE,all,roc_auc,,,/data/model_configs/configs.ini,rdkit,maccs,167,15,-1,10000,True,400,,,,,
svc,/data/data_configs/bace.ini,,SVC_BACE,fingerprint,roc_auc,,,/data/model_configs/configs.ini,rdkit,maccs,167,15,-1,10000,True,400,,,,,
xgb,/data/data_configs/bace.ini,,XGB_BACE,all,roc_auc,,,/data/model_configs/configs.ini,rdkit,morgan,32,15,-1,10000,True,400,,,,,
xgb,/data/data_configs/bace.ini,,XGB_BACE,physical,roc_auc,,,/data/model_configs/configs.ini,rdkit,morgan,32,15,-1,10000,True,400,,,,,
xgb,/data/data_configs/bace.ini,,XGB_BACE,fingerprint,roc_auc,,,/data/model_configs/configs.ini,rdkit,morgan,32,15,-1,10000,True,400,,,,,
xgb,/data/data_configs/bace.ini,,XGB_BACE,all,roc_auc,,,/data/model_configs/configs.ini,rdkit,morgan,64,15,-1,10000,True,400,,,,,
xgb,/data/data_configs/bace.ini,,XGB_BACE,fingerprint,roc_auc,,,/data/model_configs/configs.ini,rdkit,morgan,64,15,-1,10000,True,400,,,,,
xgb,/data/data_configs/bace.ini,,XGB_BACE,all,roc_auc,,,/data/model_configs/configs.ini,rdkit,morgan,256,15,-1,10000,True,400,,,,,
xgb,/data/data_configs/bace.ini,,XGB_BACE,fingerprint,roc_auc,,,/data/model_configs/configs.ini,rdkit,morgan,256,15,-1,10000,True,400,,,,,
xgb,/data/data_configs/bace.ini,,XGB_BACE,all,roc_auc,,,/data/model_configs/configs.ini,rdkit,morgan,512,15,-1,10000,True,400,,,,,
xgb,/data/data_configs/bace.ini,,XGB_BACE,fingerprint,roc_auc,,,/data/model_configs/configs.ini,rdkit,morgan,512,15,-1,10000,True,400,,,,,
xgb,/data/data_configs/bace.ini,,XGB_BACE,all,roc_auc,,,/data/model_configs/configs.ini,rdkit,morgan,2048,15,-1,10000,True,400,,,,,
xgb,/data/data_configs/bace.ini,,XGB_BACE,fingerprint,roc_auc,,,/data/model_configs/configs.ini,rdkit,morgan,2048,15,-1,10000,True,400,,,,,
xgb,/data/data_configs/bace.ini,,XGB_BACE,all,roc_auc,,,/data/model_configs/configs.ini,rdkit,maccs,167,15,-1,10000,True,400,,,,,
xgb,/data/data_configs/bace.ini,,XGB_BACE,fingerprint,roc_auc,,,/data/model_configs/configs.ini,rdkit,maccs,167,15,-1,10000,True,400,,,,,
rf,/data/data_configs/bace.ini,,RF_BACE,all,roc_auc,,,/data/model_configs/configs.ini,mordred,morgan,32,15,-1,10000,True,400,,,,,
rf,/data/data_configs/bace.ini,,RF_BACE,fingerprint,roc_auc,,,/data/model_configs/configs.ini,mordred,morgan,32,15,-1,10000,True,400,,,,,
rf,/data/data_configs/bace.ini,,RF_BACE,physical,roc_auc,,,/data/model_configs/configs.ini,mordred,morgan,32,15,-1,10000,True,400,,,,,
rf,/data/data_configs/bace.ini,,RF_BACE,all,roc_auc,,,/data/model_configs/configs.ini,mordred,morgan,64,15,-1,10000,True,400,,,,,
rf,/data/data_configs/bace.ini,,RF_BACE,fingerprint,roc_auc,,,/data/model_configs/configs.ini,mordred,morgan,64,15,-1,10000,True,400,,,,,
rf,/data/data_configs/bace.ini,,RF_BACE,all,roc_auc,,,/data/model_configs/configs.ini,mordred,morgan,256,15,-1,10000,True,400,,,,,
rf,/data/data_configs/bace.ini,,RF_BACE,fingerprint,roc_auc,,,/data/model_configs/configs.ini,mordred,morgan,256,15,-1,10000,True,400,,,,,
rf,/data/data_configs/bace.ini,,RF_BACE,all,roc_auc,,,/data/model_configs/configs.ini,mordred,morgan,512,15,-1,10000,True,400,,,,,
rf,/data/data_configs/bace.ini,,RF_BACE,fingerprint,roc_auc,,,/data/model_configs/configs.ini,mordred,morgan,512,15,-1,10000,True,400,,,,,
rf,/data/data_configs/bace.ini,,RF_BACE,all,roc_auc,,,/data/model_configs/configs.ini,mordred,morgan,2048,15,-1,10000,True,400,,,,,
rf,/data/data_configs/bace.ini,,RF_BACE,fingerprint,roc_auc,,,/data/model_configs/configs.ini,mordred,morgan,2048,15,-1,10000,True,400,,,,,
rf,/data/data_configs/bace.ini,,RF_BACE,all,roc_auc,,,/data/model_configs/configs.ini,mordred,maccs,167,15,-1,10000,True,400,,,,,
rf,/data/data_configs/bace.ini,,RF_BACE,fingerprint,roc_auc,,,/data/model_configs/configs.ini,mordred,maccs,167,15,-1,10000,True,400,,,,,
knn,/data/data_configs/bace.ini,,KNN_BACE,all,roc_auc,,,/data/model_configs/configs.ini,mordred,morgan,32,15,-1,10000,True,400,,,,,
knn,/data/data_configs/bace.ini,,KNN_BACE,physical,roc_auc,,,/data/model_configs/configs.ini,mordred,morgan,32,15,-1,10000,True,400,,,,,
knn,/data/data_configs/bace.ini,,KNN_BACE,fingerprint,roc_auc,,,/data/model_configs/configs.ini,mordred,morgan,32,15,-1,10000,True,400,,,,,
knn,/data/data_configs/bace.ini,,KNN_BACE,all,roc_auc,,,/data/model_configs/configs.ini,mordred,morgan,64,15,-1,10000,True,400,,,,,
knn,/data/data_configs/bace.ini,,KNN_BACE,fingerprint,roc_auc,,,/data/model_configs/configs.ini,mordred,morgan,64,15,-1,10000,True,400,,,,,
knn,/data/data_configs/bace.ini,,KNN_BACE,all,roc_auc,,,/data/model_configs/configs.ini,mordred,morgan,256,15,-1,10000,True,400,,,,,
knn,/data/data_configs/bace.ini,,KNN_BACE,fingerprint,roc_auc,,,/data/model_configs/configs.ini,mordred,morgan,256,15,-1,10000,True,400,,,,,
knn,/data/data_configs/bace.ini,,KNN_BACE,all,roc_auc,,,/data/model_configs/configs.ini,mordred,morgan,512,15,-1,10000,True,400,,,,,
knn,/data/data_configs/bace.ini,,KNN_BACE,fingerprint,roc_auc,,,/data/model_configs/configs.ini,mordred,morgan,512,15,-1,10000,True,400,,,,,
knn,/data/data_configs/bace.ini,,KNN_BACE,all,roc_auc,,,/data/model_configs/configs.ini,mordred,morgan,2048,15,-1,10000,True,400,,,,,
knn,/data/data_configs/bace.ini,,KNN_BACE,fingerprint,roc_auc,,,/data/model_configs/configs.ini,mordred,morgan,2048,15,-1,10000,True,400,,,,,
knn,/data/data_configs/bace.ini,,KNN_BACE,all,roc_auc,,,/data/model_configs/configs.ini,mordred,maccs,167,15,-1,10000,True,400,,,,,
knn,/data/data_configs/bace.ini,,KNN_BACE,fingerprint,roc_auc,,,/data/model_configs/configs.ini,mordred,maccs,167,15,-1,10000,True,400,,,,,
svc,/data/data_configs/bace.ini,,SVC_BACE,all,roc_auc,,,/data/model_configs/configs.ini,mordred,morgan,32,15,-1,10000,True,400,,,,,
svc,/data/data_configs/bace.ini,,SVC_BACE,physical,roc_auc,,,/data/model_configs/configs.ini,mordred,morgan,32,15,-1,10000,True,400,,,,,
svc,/data/data_configs/bace.ini,,SVC_BACE,fingerprint,roc_auc,,,/data/model_configs/configs.ini,mordred,morgan,32,15,-1,10000,True,400,,,,,
svc,/data/data_configs/bace.ini,,SVC_BACE,all,roc_auc,,,/data/model_configs/configs.ini,mordred,morgan,64,15,-1,10000,True,400,,,,,
svc,/data/data_configs/bace.ini,,SVC_BACE,fingerprint,roc_auc,,,/data/model_configs/configs.ini,mordred,morgan,64,15,-1,10000,True,400,,,,,
svc,/data/data_configs/bace.ini,,SVC_BACE,all,roc_auc,,,/data/model_configs/configs.ini,mordred,morgan,256,15,-1,10000,True,400,,,,,
svc,/data/data_configs/bace.ini,,SVC_BACE,fingerprint,roc_auc,,,/data/model_configs/configs.ini,mordred,morgan,256,15,-1,10000,True,400,,,,,
svc,/data/data_configs/bace.ini,,SVC_BACE,all,roc_auc,,,/data/model_configs/configs.ini,mordred,morgan,512,15,-1,10000,True,400,,,,,
svc,/data/data_configs/bace.ini,,SVC_BACE,fingerprint,roc_auc,,,/data/model_configs/configs.ini,mordred,morgan,512,15,-1,10000,True,400,,,,,
svc,/data/data_configs/bace.ini,,SVC_BACE,all,roc_auc,,,/data/model_configs/configs.ini,mordred,morgan,2048,15,-1,10000,True,400,,,,,
svc,/data/data_configs/bace.ini,,SVC_BACE,fingerprint,roc_auc,,,/data/model_configs/configs.ini,mordred,morgan,2048,15,-1,10000,True,400,,,,,
svc,/data/data_configs/bace.ini,,SVC_BACE,all,roc_auc,,,/data/model_configs/configs.ini,mordred,maccs,167,15,-1,10000,True,400,,,,,
svc,/data/data_configs/bace.ini,,SVC_BACE,fingerprint,roc_auc,,,/data/model_configs/configs.ini,mordred,maccs,167,15,-1,10000,True,400,,,,,
xgb,/data/data_configs/bace.ini,,XGB_BACE,all,roc_auc,,,/data/model_configs/configs.ini,mordred,morgan,32,15,-1,10000,True,400,,,,,
xgb,/data/data_configs/bace.ini,,XGB_BACE,physical,roc_auc,,,/data/model_configs/configs.ini,mordred,morgan,32,15,-1,10000,True,400,,,,,
xgb,/data/data_configs/bace.ini,,XGB_BACE,fingerprint,roc_auc,,,/data/model_configs/configs.ini,mordred,morgan,32,15,-1,10000,True,400,,,,,
xgb,/data/data_configs/bace.ini,,XGB_BACE,all,roc_auc,,,/data/model_configs/configs.ini,mordred,morgan,64,15,-1,10000,True,400,,,,,
xgb,/data/data_configs/bace.ini,,XGB_BACE,fingerprint,roc_auc,,,/data/model_configs/configs.ini,mordred,morgan,64,15,-1,10000,True,400,,,,,
xgb,/data/data_configs/bace.ini,,XGB_BACE,all,roc_auc,,,/data/model_configs/configs.ini,mordred,morgan,256,15,-1,10000,True,400,,,,,
xgb,/data/data_configs/bace.ini,,XGB_BACE,fingerprint,roc_auc,,,/data/model_configs/configs.ini,mordred,morgan,256,15,-1,10000,True,400,,,,,
xgb,/data/data_configs/bace.ini,,XGB_BACE,all,roc_auc,,,/data/model_configs/configs.ini,mordred,morgan,512,15,-1,10000,True,400,,,,,
xgb,/data/data_configs/bace.ini,,XGB_BACE,fingerprint,roc_auc,,,/data/model_configs/configs.ini,mordred,morgan,512,15,-1,10000,True,400,,,,,
xgb,/data/data_configs/bace.ini,,XGB_BACE,all,roc_auc,,,/data/model_configs/configs.ini,mordred,morgan,2048,15,-1,10000,True,400,,,,,
xgb,/data/data_configs/bace.ini,,XGB_BACE,fingerprint,roc_auc,,,/data/model_configs/configs.ini,mordred,morgan,2048,15,-1,10000,True,400,,,,,
xgb,/data/data_configs/bace.ini,,XGB_BACE,all,roc_auc,,,/data/model_configs/configs.ini,mordred,maccs,167,15,-1,10000,True,400,,,,,
xgb,/data/data_configs/bace.ini,,XGB_BACE,fingerprint,roc_auc,,,/data/model_configs/configs.ini,mordred,maccs,167,15,-1,10000,True,400,,,,,
